,Air Quality Index,Components,Time
137,{'aqi': 3},"{'co': 473.98, 'no': 26.15, 'no2': 63.06, 'o3': 4.43, 'so2': 188.83, 'pm2_5': 12.92, 'pm10': 16.24, 'nh3': 0}",1673002800
138,{'aqi': 3},"{'co': 403.88, 'no': 11.29, 'no2': 60.32, 'o3': 1.56, 'so2': 150.68, 'pm2_5': 9.61, 'pm10': 12.5, 'nh3': 0.03}",1673006400
139,{'aqi': 3},"{'co': 447.27, 'no': 27.72, 'no2': 54.84, 'o3': 0.1, 'so2': 119.21, 'pm2_5': 19.97, 'pm10': 23.35, 'nh3': 0.47000000000000003}",1673010000
140,{'aqi': 3},"{'co': 540.73, 'no': 57.22, 'no2': 48.67, 'o3': 0, 'so2': 169.75, 'pm2_5': 38.05, 'pm10': 42.55, 'nh3': 1.03}",1673013600
141,{'aqi': 3},"{'co': 594.14, 'no': 75.1, 'no2': 46.61, 'o3': 0, 'so2': 234.6, 'pm2_5': 49.29, 'pm10': 54.71, 'nh3': 1.42}",1673017200
142,{'aqi': 4},"{'co': 540.73, 'no': 70.63, 'no2': 45.24, 'o3': 0, 'so2': 242.23, 'pm2_5': 50.98, 'pm10': 56.52, 'nh3': 1.35}",1673020800
143,{'aqi': 3},"{'co': 447.27, 'no': 54.09, 'no2': 42.84, 'o3': 0, 'so2': 204.09, 'pm2_5': 43.47, 'pm10': 47.98, 'nh3': 0.89}",1673024400
144,{'aqi': 3},"{'co': 363.83, 'no': 38, 'no2': 39.76, 'o3': 0.01, 'so2': 152.59, 'pm2_5': 29.53, 'pm10': 32.59, 'nh3': 0.48}",1673028000
145,{'aqi': 3},"{'co': 297.07, 'no': 23.25, 'no2': 37.01, 'o3': 0.12, 'so2': 94.41, 'pm2_5': 18.46, 'pm10': 20.5, 'nh3': 0.19}",1673031600
146,{'aqi': 2},"{'co': 263.69, 'no': 12.96, 'no2': 36.67, 'o3': 0.62, 'so2': 68.66, 'pm2_5': 12.58, 'pm10': 14.02, 'nh3': 0.15}",1673035200
147,{'aqi': 2},"{'co': 253.68, 'no': 6.76, 'no2': 36.67, 'o3': 2.3, 'so2': 59.13, 'pm2_5': 9.78, 'pm10': 10.77, 'nh3': 0.18}",1673038800
148,{'aqi': 2},"{'co': 263.69, 'no': 4.8100000000000005, 'no2': 37.7, 'o3': 3.31, 'so2': 57.22, 'pm2_5': 9.21, 'pm10': 10.01, 'nh3': 0.23}",1673042400
149,{'aqi': 2},"{'co': 273.7, 'no': 3.41, 'no2': 38.39, 'o3': 5.36, 'so2': 51.02, 'pm2_5': 8.26, 'pm10': 9.08, 'nh3': 0.27}",1673046000
150,{'aqi': 2},"{'co': 277.04, 'no': 1.62, 'no2': 38.39, 'o3': 11, 'so2': 46.73, 'pm2_5': 7.36, 'pm10': 8.16, 'nh3': 0.31}",1673049600
151,{'aqi': 3},"{'co': 303.75, 'no': 2.12, 'no2': 45.93, 'o3': 10.28, 'so2': 81.06, 'pm2_5': 7.12, 'pm10': 7.86, 'nh3': 0.19}",1673053200
152,{'aqi': 3},"{'co': 337.12, 'no': 6.87, 'no2': 51.41, 'o3': 3.13, 'so2': 98.23, 'pm2_5': 9.48, 'pm10': 10.41, 'nh3': 0.26}",1673056800
153,{'aqi': 3},"{'co': 380.52, 'no': 17.21, 'no2': 52.09, 'o3': 0.5, 'so2': 127.79, 'pm2_5': 11.54, 'pm10': 12.64, 'nh3': 0.32}",1673060400
154,{'aqi': 3},"{'co': 397.21, 'no': 25.48, 'no2': 47.98, 'o3': 3.62, 'so2': 133.51, 'pm2_5': 12.7, 'pm10': 14.08, 'nh3': 0.44}",1673064000
155,{'aqi': 3},"{'co': 447.27, 'no': 39.79, 'no2': 45.24, 'o3': 9.03, 'so2': 144.96, 'pm2_5': 16.72, 'pm10': 18.4, 'nh3': 0.55}",1673067600
156,{'aqi': 3},"{'co': 527.38, 'no': 59.01, 'no2': 44.55, 'o3': 12.52, 'so2': 173.57, 'pm2_5': 23.81, 'pm10': 25.79, 'nh3': 0.44}",1673071200
157,{'aqi': 3},"{'co': 700.95, 'no': 89.41, 'no2': 52.09, 'o3': 12.34, 'so2': 225.07, 'pm2_5': 36.06, 'pm10': 38.64, 'nh3': 0.21}",1673074800
158,{'aqi': 4},"{'co': 827.79, 'no': 110.86, 'no2': 61.01, 'o3': 10.19, 'so2': 251.77, 'pm2_5': 45.54, 'pm10': 48.54, 'nh3': 0.06}",1673078400
159,{'aqi': 3},"{'co': 841.14, 'no': 109.97, 'no2': 63.75, 'o3': 8.58, 'so2': 234.6, 'pm2_5': 46.82, 'pm10': 49.84, 'nh3': 0}",1673082000
160,{'aqi': 4},"{'co': 854.49, 'no': 109.97, 'no2': 65.8, 'o3': 5.45, 'so2': 211.72, 'pm2_5': 54.07, 'pm10': 57.25, 'nh3': 0}",1673085600
161,{'aqi': 4},"{'co': 854.49, 'no': 105.5, 'no2': 67.17, 'o3': 2.12, 'so2': 244.14, 'pm2_5': 61.62, 'pm10': 65.24, 'nh3': 0.23}",1673089200
162,{'aqi': 4},"{'co': 747.68, 'no': 85.83, 'no2': 66.49, 'o3': 0.08, 'so2': 240.33, 'pm2_5': 58.27, 'pm10': 61.98, 'nh3': 0.8200000000000001}",1673092800
163,{'aqi': 3},"{'co': 574.11, 'no': 56.33, 'no2': 60.32, 'o3': 0, 'so2': 200.27, 'pm2_5': 47.81, 'pm10': 51.2, 'nh3': 1.17}",1673096400
164,{'aqi': 3},"{'co': 433.92, 'no': 33.08, 'no2': 54.15, 'o3': 0.06, 'so2': 154.5, 'pm2_5': 37.44, 'pm10': 40.5, 'nh3': 1.16}",1673100000
165,{'aqi': 3},"{'co': 343.8, 'no': 15.87, 'no2': 50.04, 'o3': 0.77, 'so2': 108.72, 'pm2_5': 26.65, 'pm10': 29.25, 'nh3': 0.9400000000000001}",1673103600
166,{'aqi': 2},"{'co': 280.38, 'no': 2.74, 'no2': 42.5, 'o3': 9.21, 'so2': 49.11, 'pm2_5': 15.06, 'pm10': 16.89, 'nh3': 0.5}",1673107200
167,{'aqi': 2},"{'co': 283.72, 'no': 1.01, 'no2': 43.18, 'o3': 14.48, 'so2': 41.01, 'pm2_5': 13.12, 'pm10': 14.67, 'nh3': 0.4}",1673110800
168,{'aqi': 2},"{'co': 340.46, 'no': 3.13, 'no2': 56.89, 'o3': 5.99, 'so2': 54.84, 'pm2_5': 15.91, 'pm10': 17.52, 'nh3': 0.42}",1673114400
169,{'aqi': 3},"{'co': 447.27, 'no': 11.62, 'no2': 74.03, 'o3': 0.59, 'so2': 72.48, 'pm2_5': 22.28, 'pm10': 24.32, 'nh3': 0.43}",1673118000
170,{'aqi': 3},"{'co': 447.27, 'no': 12.07, 'no2': 71.97, 'o3': 0.67, 'so2': 56.74, 'pm2_5': 19.77, 'pm10': 21.75, 'nh3': 0.37}",1673121600
171,{'aqi': 2},"{'co': 373.84, 'no': 7.04, 'no2': 59.63, 'o3': 2.06, 'so2': 44.82, 'pm2_5': 12.84, 'pm10': 14.28, 'nh3': 0.31}",1673125200
172,{'aqi': 2},"{'co': 323.77, 'no': 4.8100000000000005, 'no2': 50.72, 'o3': 3, 'so2': 42.92, 'pm2_5': 9.18, 'pm10': 10.24, 'nh3': 0.32}",1673128800
173,{'aqi': 2},"{'co': 303.75, 'no': 5.53, 'no2': 45.93, 'o3': 2.64, 'so2': 48.64, 'pm2_5': 8.48, 'pm10': 9.47, 'nh3': 0.38}",1673132400
174,{'aqi': 2},"{'co': 300.41, 'no': 6.71, 'no2': 42.5, 'o3': 2.19, 'so2': 59.6, 'pm2_5': 9.1, 'pm10': 10.23, 'nh3': 0.46}",1673136000
175,{'aqi': 3},"{'co': 330.45, 'no': 15.87, 'no2': 42.84, 'o3': 0.44, 'so2': 102.04, 'pm2_5': 16.66, 'pm10': 18.37, 'nh3': 0.77}",1673139600
176,{'aqi': 3},"{'co': 387.19, 'no': 29.5, 'no2': 42.84, 'o3': 0.04, 'so2': 144.96, 'pm2_5': 26.39, 'pm10': 28.95, 'nh3': 1.17}",1673143200
177,{'aqi': 3},"{'co': 427.25, 'no': 38.89, 'no2': 43.87, 'o3': 0.1, 'so2': 175.48, 'pm2_5': 33.25, 'pm10': 36.64, 'nh3': 1.44}",1673146800
178,{'aqi': 3},"{'co': 393.87, 'no': 35.32, 'no2': 39.41, 'o3': 7.06, 'so2': 160.22, 'pm2_5': 29.44, 'pm10': 32.9, 'nh3': 1.31}",1673150400
179,{'aqi': 3},"{'co': 373.84, 'no': 35.32, 'no2': 34.62, 'o3': 19.31, 'so2': 154.5, 'pm2_5': 26.36, 'pm10': 29.33, 'nh3': 1.17}",1673154000
180,{'aqi': 3},"{'co': 393.87, 'no': 40.68, 'no2': 33.59, 'o3': 27.18, 'so2': 160.22, 'pm2_5': 27.27, 'pm10': 29.78, 'nh3': 0.97}",1673157600
181,{'aqi': 3},"{'co': 383.85, 'no': 27.72, 'no2': 36.67, 'o3': 50.78, 'so2': 162.12, 'pm2_5': 8.84, 'pm10': 10.07, 'nh3': 0.30000000000000004}",1673161200
182,{'aqi': 3},"{'co': 383.85, 'no': 25.93, 'no2': 37.01, 'o3': 54.36, 'so2': 152.59, 'pm2_5': 8.67, 'pm10': 9.94, 'nh3': 0.26}",1673164800
183,{'aqi': 3},"{'co': 387.19, 'no': 25.93, 'no2': 41.13, 'o3': 51.5, 'so2': 156.4, 'pm2_5': 9.07, 'pm10': 10.39, 'nh3': 0.25}",1673168400
184,{'aqi': 3},"{'co': 427.25, 'no': 26.15, 'no2': 56.21, 'o3': 38.62, 'so2': 185.01, 'pm2_5': 11.18, 'pm10': 12.61, 'nh3': 0.25}",1673172000
185,{'aqi': 3},"{'co': 467.3, 'no': 20.12, 'no2': 78.83, 'o3': 18.42, 'so2': 209.81, 'pm2_5': 12.87, 'pm10': 14.45, 'nh3': 0.30000000000000004}",1673175600
186,{'aqi': 3},"{'co': 460.62, 'no': 8.94, 'no2': 91.85, 'o3': 2.75, 'so2': 204.09, 'pm2_5': 13.05, 'pm10': 14.75, 'nh3': 0.35000000000000003}",1673179200
187,{'aqi': 3},"{'co': 440.6, 'no': 5.36, 'no2': 87.74, 'o3': 2.91, 'so2': 185.01, 'pm2_5': 12.77, 'pm10': 14.44, 'nh3': 0.29}",1673182800
188,{'aqi': 3},"{'co': 427.25, 'no': 3.8, 'no2': 82.94, 'o3': 4.74, 'so2': 173.57, 'pm2_5': 13.14, 'pm10': 14.8, 'nh3': 0.2}",1673186400
189,{'aqi': 3},"{'co': 410.56, 'no': 1.82, 'no2': 75.4, 'o3': 10.28, 'so2': 154.5, 'pm2_5': 13.18, 'pm10': 14.89, 'nh3': 0.05}",1673190000
190,{'aqi': 3},"{'co': 363.83, 'no': 0.38, 'no2': 60.32, 'o3': 24.32, 'so2': 121.12, 'pm2_5': 10.38, 'pm10': 11.87, 'nh3': 0}",1673193600
191,{'aqi': 3},"{'co': 323.77, 'no': 0.07, 'no2': 45.93, 'o3': 38.98, 'so2': 96.32, 'pm2_5': 7.38, 'pm10': 8.53, 'nh3': 0}",1673197200
192,{'aqi': 3},"{'co': 300.41, 'no': 0.02, 'no2': 36.33, 'o3': 50.07, 'so2': 82.97, 'pm2_5': 5.55, 'pm10': 6.51, 'nh3': 0}",1673200800
193,{'aqi': 3},"{'co': 330.45, 'no': 0.27, 'no2': 49.35, 'o3': 32.19, 'so2': 88.69, 'pm2_5': 8.69, 'pm10': 9.85, 'nh3': 0.1}",1673204400
194,{'aqi': 3},"{'co': 350.48, 'no': 2.96, 'no2': 63.06, 'o3': 7.78, 'so2': 117.3, 'pm2_5': 12.66, 'pm10': 14.14, 'nh3': 0.32}",1673208000
195,{'aqi': 3},"{'co': 337.12, 'no': 9.83, 'no2': 59.63, 'o3': 1.13, 'so2': 127.79, 'pm2_5': 13.39, 'pm10': 15.01, 'nh3': 0.47000000000000003}",1673211600
196,{'aqi': 3},"{'co': 343.8, 'no': 20.79, 'no2': 53.47, 'o3': 0.13, 'so2': 150.68, 'pm2_5': 15.1, 'pm10': 16.78, 'nh3': 0.54}",1673215200
197,{'aqi': 3},"{'co': 403.88, 'no': 37.55, 'no2': 52.09, 'o3': 0.01, 'so2': 202.18, 'pm2_5': 19.83, 'pm10': 21.67, 'nh3': 0.56}",1673218800
198,{'aqi': 4},"{'co': 540.73, 'no': 63.48, 'no2': 58.26, 'o3': 0, 'so2': 270.84, 'pm2_5': 30.93, 'pm10': 33.09, 'nh3': 0.56}",1673222400
199,{'aqi': 4},"{'co': 660.9, 'no': 50.96, 'no2': 98.71, 'o3': 0, 'so2': 316.62, 'pm2_5': 30.33, 'pm10': 32.65, 'nh3': 0}",1673226000
200,{'aqi': 4},"{'co': 694.27, 'no': 51.86, 'no2': 104.19, 'o3': 0, 'so2': 312.81, 'pm2_5': 37.59, 'pm10': 40.1, 'nh3': 0}",1673229600
201,{'aqi': 4},"{'co': 727.65, 'no': 59.01, 'no2': 104.19, 'o3': 0.07, 'so2': 328.06, 'pm2_5': 42.34, 'pm10': 44.83, 'nh3': 0}",1673233200
202,{'aqi': 4},"{'co': 680.92, 'no': 56.33, 'no2': 97.33, 'o3': 2.95, 'so2': 305.18, 'pm2_5': 40, 'pm10': 42.21, 'nh3': 0}",1673236800
203,{'aqi': 4},"{'co': 654.22, 'no': 59.01, 'no2': 87.74, 'o3': 8.67, 'so2': 282.29, 'pm2_5': 38.6, 'pm10': 40.6, 'nh3': 0}",1673240400
204,{'aqi': 4},"{'co': 660.9, 'no': 67.06, 'no2': 81.57, 'o3': 12.87, 'so2': 289.92, 'pm2_5': 38.96, 'pm10': 40.93, 'nh3': 0}",1673244000
205,{'aqi': 5},"{'co': 747.68, 'no': 87.62, 'no2': 80.2, 'o3': 14.13, 'so2': 350.95, 'pm2_5': 42.03, 'pm10': 44.05, 'nh3': 0}",1673247600
206,{'aqi': 5},"{'co': 814.44, 'no': 102.82, 'no2': 78.14, 'o3': 15.56, 'so2': 381.47, 'pm2_5': 44.4, 'pm10': 46.58, 'nh3': 0}",1673251200
207,{'aqi': 4},"{'co': 741, 'no': 89.41, 'no2': 71.29, 'o3': 18.42, 'so2': 331.88, 'pm2_5': 39.98, 'pm10': 42.25, 'nh3': 0}",1673254800
208,{'aqi': 4},"{'co': 667.57, 'no': 71.53, 'no2': 69.92, 'o3': 14.66, 'so2': 286.1, 'pm2_5': 35.39, 'pm10': 37.68, 'nh3': 0}",1673258400
209,{'aqi': 4},"{'co': 600.81, 'no': 54.54, 'no2': 72.66, 'o3': 5.72, 'so2': 255.58, 'pm2_5': 30.11, 'pm10': 32.3, 'nh3': 0}",1673262000
210,{'aqi': 3},"{'co': 520.71, 'no': 37.1, 'no2': 71.29, 'o3': 0.28, 'so2': 213.62, 'pm2_5': 23.53, 'pm10': 25.52, 'nh3': 0.01}",1673265600
211,{'aqi': 3},"{'co': 447.27, 'no': 24.81, 'no2': 64.43, 'o3': 0.13, 'so2': 177.38, 'pm2_5': 18.08, 'pm10': 19.75, 'nh3': 0}",1673269200
212,{'aqi': 3},"{'co': 447.27, 'no': 25.93, 'no2': 63.75, 'o3': 0.09, 'so2': 185.01, 'pm2_5': 17.65, 'pm10': 19.27, 'nh3': 0.03}",1673272800
213,{'aqi': 3},"{'co': 514.03, 'no': 33.08, 'no2': 73.34, 'o3': 0.03, 'so2': 226.97, 'pm2_5': 20.39, 'pm10': 22.16, 'nh3': 0.18}",1673276400
214,{'aqi': 4},"{'co': 560.76, 'no': 35.76, 'no2': 85.68, 'o3': 0.02, 'so2': 259.4, 'pm2_5': 20.81, 'pm10': 22.58, 'nh3': 0.36}",1673280000
215,{'aqi': 4},"{'co': 580.79, 'no': 35.32, 'no2': 93.22, 'o3': 0.02, 'so2': 289.92, 'pm2_5': 19.16, 'pm10': 20.75, 'nh3': 0.51}",1673283600
216,{'aqi': 4},"{'co': 607.49, 'no': 34.42, 'no2': 98.71, 'o3': 0.02, 'so2': 308.99, 'pm2_5': 17.07, 'pm10': 18.5, 'nh3': 0.58}",1673287200
217,{'aqi': 4},"{'co': 580.79, 'no': 26.38, 'no2': 97.33, 'o3': 0.11, 'so2': 286.1, 'pm2_5': 14.6, 'pm10': 15.89, 'nh3': 0.58}",1673290800
218,{'aqi': 3},"{'co': 514.03, 'no': 15.87, 'no2': 90.48, 'o3': 0.56, 'so2': 240.33, 'pm2_5': 12.12, 'pm10': 13.31, 'nh3': 0.53}",1673294400
219,{'aqi': 3},"{'co': 460.62, 'no': 9.16, 'no2': 82.94, 'o3': 1.92, 'so2': 202.18, 'pm2_5': 10.18, 'pm10': 11.32, 'nh3': 0.49}",1673298000
220,{'aqi': 3},"{'co': 453.95, 'no': 12.52, 'no2': 77.46, 'o3': 0.79, 'so2': 181.2, 'pm2_5': 12.01, 'pm10': 13.2, 'nh3': 0.59}",1673301600
221,{'aqi': 3},"{'co': 494, 'no': 22.8, 'no2': 73.34, 'o3': 0.14, 'so2': 177.38, 'pm2_5': 16.29, 'pm10': 17.71, 'nh3': 0.75}",1673305200
222,{'aqi': 3},"{'co': 534.06, 'no': 33.08, 'no2': 71.97, 'o3': 0.04, 'so2': 190.73, 'pm2_5': 21.76, 'pm10': 23.54, 'nh3': 0.9400000000000001}",1673308800
223,{'aqi': 4},"{'co': 660.9, 'no': 60.8, 'no2': 75.4, 'o3': 0, 'so2': 267.03, 'pm2_5': 42.15, 'pm10': 44.79, 'nh3': 1.54}",1673312400
224,{'aqi': 5},"{'co': 894.55, 'no': 106.39, 'no2': 85.68, 'o3': 0, 'so2': 385.28, 'pm2_5': 74.27, 'pm10': 78.18, 'nh3': 2.5}",1673316000
225,{'aqi': 5},"{'co': 1174.93, 'no': 155.57, 'no2': 98.71, 'o3': 0.01, 'so2': 518.8, 'pm2_5': 106.11, 'pm10': 111.28, 'nh3': 3.55}",1673319600
226,{'aqi': 5},"{'co': 1348.5, 'no': 187.75, 'no2': 105.56, 'o3': 0.29, 'so2': 602.72, 'pm2_5': 130.42, 'pm10': 136.63, 'nh3': 4.18}",1673323200
227,{'aqi': 5},"{'co': 1482.01, 'no': 214.58, 'no2': 109.67, 'o3': 1.16, 'so2': 656.13, 'pm2_5': 146.11, 'pm10': 153.09, 'nh3': 4.43}",1673326800
228,{'aqi': 5},"{'co': 1535.42, 'no': 223.52, 'no2': 109.67, 'o3': 2.44, 'so2': 656.13, 'pm2_5': 145.41, 'pm10': 152.91, 'nh3': 4.31}",1673330400
229,{'aqi': 5},"{'co': 1361.85, 'no': 184.18, 'no2': 104.19, 'o3': 2.91, 'so2': 526.43, 'pm2_5': 112.64, 'pm10': 119.85, 'nh3': 3.39}",1673334000
230,{'aqi': 5},"{'co': 1068.12, 'no': 126.96, 'no2': 91.85, 'o3': 3.49, 'so2': 385.28, 'pm2_5': 75.05, 'pm10': 81.09, 'nh3': 2.37}",1673337600
231,{'aqi': 4},"{'co': 867.84, 'no': 94.77, 'no2': 80.88, 'o3': 3.4, 'so2': 324.25, 'pm2_5': 51.92, 'pm10': 56.73, 'nh3': 1.77}",1673341200
232,{'aqi': 4},"{'co': 747.68, 'no': 74.21, 'no2': 76.09, 'o3': 3.04, 'so2': 297.55, 'pm2_5': 38.48, 'pm10': 41.87, 'nh3': 1.42}",1673344800
233,{'aqi': 4},"{'co': 694.27, 'no': 66.16, 'no2': 68.55, 'o3': 1.15, 'so2': 282.29, 'pm2_5': 33.55, 'pm10': 36.22, 'nh3': 1.3}",1673348400
234,{'aqi': 4},"{'co': 700.95, 'no': 72.42, 'no2': 63.75, 'o3': 0.06, 'so2': 312.81, 'pm2_5': 31.42, 'pm10': 34.1, 'nh3': 1.31}",1673352000
235,{'aqi': 5},"{'co': 727.65, 'no': 76, 'no2': 66.49, 'o3': 0, 'so2': 370.03, 'pm2_5': 26.18, 'pm10': 28.87, 'nh3': 1.28}",1673355600
236,{'aqi': 5},"{'co': 854.49, 'no': 101.92, 'no2': 70.6, 'o3': 0, 'so2': 457.76, 'pm2_5': 33.47, 'pm10': 36.12, 'nh3': 1.65}",1673359200
237,{'aqi': 5},"{'co': 974.66, 'no': 126.96, 'no2': 74.71, 'o3': 0, 'so2': 541.69, 'pm2_5': 39.75, 'pm10': 42.18, 'nh3': 1.98}",1673362800
238,{'aqi': 5},"{'co': 1041.41, 'no': 141.26, 'no2': 80.2, 'o3': 0, 'so2': 587.46, 'pm2_5': 43.13, 'pm10': 45.38, 'nh3': 2.15}",1673366400
239,{'aqi': 5},"{'co': 1134.87, 'no': 159.14, 'no2': 89.11, 'o3': 0, 'so2': 648.5, 'pm2_5': 44.31, 'pm10': 46.18, 'nh3': 2.22}",1673370000
240,{'aqi': 5},"{'co': 1201.63, 'no': 164.51, 'no2': 97.33, 'o3': 0, 'so2': 679.02, 'pm2_5': 41.53, 'pm10': 43.12, 'nh3': 2.18}",1673373600
241,{'aqi': 5},"{'co': 974.66, 'no': 112.65, 'no2': 95.96, 'o3': 0, 'so2': 549.32, 'pm2_5': 29.69, 'pm10': 30.87, 'nh3': 1.57}",1673377200
242,{'aqi': 5},"{'co': 921.25, 'no': 103.71, 'no2': 94.59, 'o3': 0, 'so2': 526.43, 'pm2_5': 26.05, 'pm10': 27.1, 'nh3': 1.3900000000000001}",1673380800
243,{'aqi': 5},"{'co': 894.55, 'no': 97.45, 'no2': 94.59, 'o3': 0, 'so2': 495.91, 'pm2_5': 23.88, 'pm10': 24.84, 'nh3': 1.28}",1673384400
244,{'aqi': 5},"{'co': 867.84, 'no': 90.3, 'no2': 94.59, 'o3': 0, 'so2': 469.21, 'pm2_5': 22.65, 'pm10': 23.53, 'nh3': 1.2}",1673388000
245,{'aqi': 5},"{'co': 854.49, 'no': 86.72, 'no2': 95.96, 'o3': 0, 'so2': 457.76, 'pm2_5': 23.28, 'pm10': 24.14, 'nh3': 1.2}",1673391600
246,{'aqi': 5},"{'co': 847.82, 'no': 83.15, 'no2': 98.71, 'o3': 0, 'so2': 442.5, 'pm2_5': 24.32, 'pm10': 25.33, 'nh3': 1.22}",1673395200
247,{'aqi': 5},"{'co': 814.44, 'no': 72.42, 'no2': 97.33, 'o3': 0, 'so2': 396.73, 'pm2_5': 24.78, 'pm10': 25.95, 'nh3': 1.1400000000000001}",1673398800
248,{'aqi': 4},"{'co': 747.68, 'no': 63.48, 'no2': 89.11, 'o3': 0, 'so2': 335.69, 'pm2_5': 23.58, 'pm10': 24.83, 'nh3': 1.03}",1673402400
249,{'aqi': 4},"{'co': 700.95, 'no': 60.8, 'no2': 81.57, 'o3': 0.04, 'so2': 312.81, 'pm2_5': 23.09, 'pm10': 24.41, 'nh3': 1}",1673406000
250,{'aqi': 4},"{'co': 667.57, 'no': 61.69, 'no2': 74.03, 'o3': 1.48, 'so2': 305.18, 'pm2_5': 23.12, 'pm10': 24.49, 'nh3': 1.01}",1673409600
251,{'aqi': 4},"{'co': 660.9, 'no': 67.06, 'no2': 67.17, 'o3': 5.23, 'so2': 320.43, 'pm2_5': 24.03, 'pm10': 25.52, 'nh3': 1.06}",1673413200
252,{'aqi': 4},"{'co': 667.57, 'no': 72.42, 'no2': 63.06, 'o3': 10.91, 'so2': 328.06, 'pm2_5': 24.36, 'pm10': 25.96, 'nh3': 1.08}",1673416800
253,{'aqi': 5},"{'co': 767.71, 'no': 90.3, 'no2': 69.23, 'o3': 12.34, 'so2': 389.1, 'pm2_5': 27.13, 'pm10': 29.1, 'nh3': 1.16}",1673420400
254,{'aqi': 5},"{'co': 961.3, 'no': 126.96, 'no2': 82.94, 'o3': 7.15, 'so2': 518.8, 'pm2_5': 34.21, 'pm10': 36.74, 'nh3': 1.44}",1673424000
255,{'aqi': 5},"{'co': 1201.63, 'no': 171.66, 'no2': 93.22, 'o3': 3.67, 'so2': 671.39, 'pm2_5': 41.89, 'pm10': 44.93, 'nh3': 1.79}",1673427600
256,{'aqi': 5},"{'co': 1081.47, 'no': 135.9, 'no2': 94.59, 'o3': 1.63, 'so2': 602.72, 'pm2_5': 32.93, 'pm10': 35.74, 'nh3': 1.3599999999999999}",1673431200
257,{'aqi': 5},"{'co': 1001.36, 'no': 114.44, 'no2': 89.11, 'o3': 0.5, 'so2': 541.69, 'pm2_5': 28.44, 'pm10': 31.58, 'nh3': 1.19}",1673434800
258,{'aqi': 5},"{'co': 974.66, 'no': 108.18, 'no2': 86.37, 'o3': 0.03, 'so2': 526.43, 'pm2_5': 27.45, 'pm10': 30.52, 'nh3': 1.19}",1673438400
259,{'aqi': 5},"{'co': 961.3, 'no': 102.82, 'no2': 85.68, 'o3': 0, 'so2': 503.54, 'pm2_5': 27.61, 'pm10': 30.57, 'nh3': 1.2}",1673442000
260,{'aqi': 5},"{'co': 961.3, 'no': 103.71, 'no2': 82.94, 'o3': 0, 'so2': 503.54, 'pm2_5': 28.93, 'pm10': 31.71, 'nh3': 1.28}",1673445600
261,{'aqi': 5},"{'co': 947.95, 'no': 109.08, 'no2': 78.14, 'o3': 0, 'so2': 511.17, 'pm2_5': 30.14, 'pm10': 32.72, 'nh3': 1.3599999999999999}",1673449200
262,{'aqi': 5},"{'co': 947.95, 'no': 114.44, 'no2': 74.03, 'o3': 0, 'so2': 518.8, 'pm2_5': 30.13, 'pm10': 32.6, 'nh3': 1.38}",1673452800
263,{'aqi': 5},"{'co': 907.9, 'no': 109.08, 'no2': 68.55, 'o3': 0, 'so2': 495.91, 'pm2_5': 28.06, 'pm10': 30.88, 'nh3': 1.28}",1673456400
264,{'aqi': 5},"{'co': 801.09, 'no': 88.51, 'no2': 61.01, 'o3': 0, 'so2': 423.43, 'pm2_5': 23.21, 'pm10': 26.58, 'nh3': 1.08}",1673460000
265,{'aqi': 5},"{'co': 807.76, 'no': 82.25, 'no2': 58.95, 'o3': 0, 'so2': 419.62, 'pm2_5': 23.07, 'pm10': 26.88, 'nh3': 1.08}",1673463600
266,{'aqi': 5},"{'co': 867.84, 'no': 83.15, 'no2': 63.06, 'o3': 0, 'so2': 446.32, 'pm2_5': 24.88, 'pm10': 28.43, 'nh3': 1.09}",1673467200
267,{'aqi': 5},"{'co': 854.49, 'no': 82.25, 'no2': 69.92, 'o3': 0, 'so2': 427.25, 'pm2_5': 24.87, 'pm10': 27.7, 'nh3': 1.03}",1673470800
268,{'aqi': 5},"{'co': 834.47, 'no': 80.47, 'no2': 77.46, 'o3': 0, 'so2': 400.54, 'pm2_5': 24.4, 'pm10': 26.5, 'nh3': 1}",1673474400
269,{'aqi': 5},"{'co': 801.09, 'no': 74.21, 'no2': 82.25, 'o3': 0, 'so2': 381.47, 'pm2_5': 22.67, 'pm10': 24.2, 'nh3': 0.92}",1673478000
270,{'aqi': 5},"{'co': 747.68, 'no': 60.8, 'no2': 79.51, 'o3': 0, 'so2': 350.95, 'pm2_5': 20.34, 'pm10': 21.57, 'nh3': 0.76}",1673481600
271,{'aqi': 4},"{'co': 767.71, 'no': 66.16, 'no2': 78.14, 'o3': 0, 'so2': 278.47, 'pm2_5': 31.02, 'pm10': 32.25, 'nh3': 0.98}",1673485200
272,{'aqi': 4},"{'co': 881.2, 'no': 91.2, 'no2': 91.85, 'o3': 0, 'so2': 259.4, 'pm2_5': 50.69, 'pm10': 52.25, 'nh3': 1.54}",1673488800
273,{'aqi': 4},"{'co': 988.01, 'no': 110.86, 'no2': 108.3, 'o3': 0.1, 'so2': 308.99, 'pm2_5': 65.13, 'pm10': 66.82, 'nh3': 1.96}",1673492400
274,{'aqi': 5},"{'co': 1014.71, 'no': 118.02, 'no2': 115.16, 'o3': 5.8100000000000005, 'so2': 358.58, 'pm2_5': 69.27, 'pm10': 71.38, 'nh3': 2.09}",1673496000
