Date,Air Quality Index,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,City
1606586400,2,247.0,0.0,4.03,85.83,7.99,1.5,1.63,0.19,Semey
1606590000,1,253.68,0.0,3.34,76.53,6.44,1.06,1.18,0.16,Semey
1606593600,1,247.0,0.0,3.3,72.24,7.51,0.79,0.92,0.12,Semey
1606597200,1,236.99,0.0,3.56,76.53,8.7,0.59,0.74,0.1,Semey
1606600800,2,233.65,0.0,3.86,81.54,9.78,0.55,0.73,0.1,Semey
1606604400,2,233.65,0.0,3.94,83.69,10.25,0.53,0.72,0.09,Semey
1606608000,2,236.99,0.0,4.11,82.97,10.73,0.56,0.77,0.1,Semey
1606611600,2,240.33,0.0,5.01,80.11,12.64,0.88,1.15,0.11,Semey
1606615200,1,243.66,0.0,5.66,77.96,14.07,1.11,1.45,0.13,Semey
1606618800,1,236.99,0.01,5.57,77.96,13.83,1.16,1.52,0.13,Semey
1606622400,2,230.31,0.22,4.97,80.11,12.99,1.14,1.49,0.11,Semey
1606626000,2,230.31,0.66,4.58,81.54,13.47,1.09,1.43,0.1,Semey
1606629600,2,226.97,1.01,4.24,82.97,13.71,0.97,1.29,0.1,Semey
1606633200,2,226.97,1.05,3.9,81.54,12.88,0.85,1.13,0.09,Semey
1606636800,1,230.31,0.95,4.37,76.53,13.71,0.9,1.19,0.09,Semey
1606640400,1,233.65,0.62,5.14,70.81,14.66,0.95,1.28,0.1,Semey
1606644000,1,240.33,0.26,6.51,65.8,16.45,1.37,1.74,0.13,Semey
1606647600,1,250.34,0.03,8.05,60.08,17.64,1.99,2.43,0.17,Semey
1606651200,1,250.34,0.01,8.82,58.65,16.93,2.39,2.86,0.2,Semey
1606654800,1,257.02,0.01,10.11,59.37,19.07,3.26,3.8,0.23,Semey
1606658400,1,263.69,0.02,11.31,57.94,22.41,4.23,4.87,0.25,Semey
1606662000,1,267.03,0.02,11.65,55.79,23.84,4.67,5.36,0.26,Semey
1606665600,1,273.71,0.03,12.0,53.64,24.08,5.13,5.85,0.27,Semey
1606669200,1,277.04,0.04,12.51,50.07,23.37,5.48,6.23,0.3,Semey
1606672800,1,277.04,0.03,11.82,48.64,20.74,4.44,5.11,0.29,Semey
1606676400,1,283.72,0.06,13.37,44.7,22.65,4.7,5.35,0.31,Semey
1606680000,1,290.39,0.1,15.77,39.7,25.51,5.83,6.53,0.36,Semey
1606683600,1,300.41,0.15,17.82,34.69,28.61,7.09,7.89,0.4,Semey
1606687200,1,313.76,0.25,21.42,29.33,40.53,8.8,9.72,0.48,Semey
1606690800,2,327.11,0.39,24.68,25.03,55.79,10.19,11.21,0.58,Semey
1606694400,2,340.46,0.66,27.42,20.39,67.71,12.08,13.24,0.67,Semey
1606698000,2,370.5,2.1,34.27,12.16,85.83,19.16,20.75,0.87,Semey
1606701600,4,420.57,6.76,40.44,3.89,108.72,28.34,30.52,1.17,Semey
1606705200,4,460.63,14.53,41.13,1.06,129.7,35.26,37.61,1.39,Semey
1606708800,4,480.65,24.14,33.93,6.97,141.14,38.16,40.75,1.44,Semey
1606712400,4,514.03,35.32,29.47,13.95,164.03,41.53,44.59,1.47,Semey
1606716000,4,560.76,46.49,30.16,16.63,200.27,47.33,50.86,1.54,Semey
1606719600,4,574.11,49.62,31.19,18.06,211.72,49.8,53.76,1.41,Semey
1606723200,4,554.09,45.15,32.56,18.06,198.36,48.01,52.26,1.19,Semey
1606726800,4,527.38,37.55,35.64,15.38,177.38,44.23,48.54,1.03,Semey
1606730400,4,487.33,24.14,42.16,9.57,137.33,36.46,40.47,0.84,Semey
1606734000,4,460.63,11.62,51.41,1.7,106.81,28.23,31.52,0.67,Semey
1606737600,3,447.27,7.94,52.78,1.39,93.46,23.87,26.46,0.6,Semey
1606741200,3,433.92,6.31,50.72,2.35,80.11,23.24,25.33,0.58,Semey
1606744800,3,410.56,5.2,46.61,3.49,62.94,23.18,24.97,0.57,Semey
1606748400,3,383.85,3.8,40.1,5.19,48.16,21.38,22.87,0.55,Semey
1606752000,3,370.5,3.1,35.64,6.53,41.01,20.6,21.88,0.55,Semey
1606755600,2,353.81,1.96,30.5,9.39,33.85,17.57,18.69,0.48,Semey
1606759200,2,333.79,0.73,23.65,15.56,25.75,12.1,12.92,0.34,Semey
1606762800,1,320.44,0.41,19.88,20.21,21.94,9.74,10.39,0.27,Semey
1606766400,1,313.76,0.32,18.34,21.99,20.27,9.26,9.83,0.22,Semey
1606770000,1,307.08,0.27,17.31,23.25,19.79,8.89,9.41,0.19,Semey
1606773600,1,300.41,0.2,15.42,26.11,19.07,8.19,8.66,0.17,Semey
1606777200,1,293.73,0.19,14.57,27.54,19.79,7.8,8.26,0.18,Semey
1606780800,1,290.39,0.2,14.74,28.25,22.17,8.01,8.5,0.22,Semey
1606784400,2,300.41,0.4,18.68,25.39,29.56,11.0,11.66,0.37,Semey
1606788000,2,310.42,0.58,21.59,22.71,34.33,13.49,14.35,0.55,Semey
1606791600,2,307.08,0.62,21.76,22.53,34.33,13.58,14.53,0.66,Semey
1606795200,2,310.42,1.15,22.96,22.35,38.15,13.87,14.93,0.72,Semey
1606798800,2,320.44,2.68,24.68,22.35,47.68,13.99,15.1,0.74,Semey
1606802400,2,337.12,4.47,28.1,22.35,64.85,12.89,13.95,0.76,Semey
1606806000,2,357.15,5.87,31.87,22.17,78.2,12.16,13.13,0.77,Semey
1606809600,2,390.53,9.84,37.01,18.06,87.74,17.06,18.23,0.89,Semey
1606813200,3,420.57,11.85,43.18,14.48,94.41,20.99,22.25,1.0,Semey
1606816800,3,413.9,7.15,46.61,11.18,83.92,20.3,21.43,1.01,Semey
1606820400,2,387.19,2.43,44.55,10.01,70.57,17.86,18.84,1.0,Semey
1606824000,2,373.84,1.31,39.76,13.95,61.99,17.08,18.01,0.98,Semey
1606827600,2,360.49,0.85,34.96,18.95,56.27,18.41,19.41,0.93,Semey
1606831200,3,360.49,0.86,36.67,19.49,57.22,22.81,23.98,0.88,Semey
1606834800,4,370.5,0.96,40.78,17.7,60.08,26.72,28.02,0.8,Semey
1606838400,4,373.84,1.05,43.87,16.45,61.99,28.92,30.27,0.74,Semey
1606842000,3,357.15,0.47,37.7,23.6,54.36,23.6,24.68,0.58,Semey
1606845600,2,320.44,0.08,24.33,38.62,40.53,12.97,13.62,0.38,Semey
1606849200,1,293.73,0.03,16.62,48.64,33.38,7.25,7.68,0.31,Semey
1606852800,1,283.72,0.02,14.22,51.5,31.47,5.24,5.59,0.31,Semey
1606856400,1,277.04,0.02,12.85,52.93,30.99,4.19,4.51,0.32,Semey
1606860000,1,273.71,0.02,12.34,53.64,31.95,3.5,3.82,0.33,Semey
1606863600,1,277.04,0.03,13.2,52.93,36.24,3.22,3.53,0.34,Semey
1606867200,1,280.38,0.04,14.57,51.5,41.01,3.18,3.51,0.34,Semey
1606870800,1,290.39,0.05,16.97,48.64,43.39,5.66,6.12,0.4,Semey
1606874400,2,320.44,0.16,23.65,39.34,51.5,11.74,12.52,0.57,Semey
1606878000,2,350.48,0.42,30.85,29.33,60.56,17.8,18.89,0.73,Semey
1606881600,3,370.5,1.59,35.3,21.82,69.62,22.4,23.76,0.83,Semey
1606885200,3,370.5,3.63,32.9,21.64,72.48,21.33,22.82,0.8,Semey
1606888800,2,363.83,5.03,29.13,23.25,75.34,16.67,18.13,0.7,Semey
1606892400,1,337.12,3.49,25.36,33.26,73.43,8.05,8.94,0.46,Semey
1606896000,1,327.11,2.4,23.31,36.12,66.76,6.87,7.63,0.4,Semey
1606899600,1,323.77,1.41,22.96,33.62,62.94,6.86,7.6,0.4,Semey
1606903200,1,337.12,0.91,25.71,26.11,61.99,9.79,10.65,0.5,Semey
1606906800,2,360.49,1.05,29.47,16.09,61.99,14.74,15.88,0.66,Semey
1606910400,2,370.5,1.84,30.85,10.55,56.74,18.55,19.92,0.76,Semey
1606914000,3,370.5,2.85,30.16,7.51,52.45,22.51,23.91,0.82,Semey
1606917600,4,380.52,4.86,30.85,4.07,54.36,27.53,28.88,0.9,Semey
1606921200,4,390.53,7.94,31.53,1.65,58.65,31.91,33.22,0.97,Semey
1606924800,4,397.21,10.28,30.5,0.96,60.08,34.22,35.39,1.01,Semey
1606928400,4,400.54,11.4,30.85,0.62,59.13,34.19,35.02,1.01,Semey
1606932000,4,393.87,10.62,30.85,0.63,53.88,29.51,29.89,0.96,Semey
1606935600,4,387.19,9.61,30.85,0.85,50.07,25.55,25.82,0.9,Semey
1606939200,3,370.5,7.71,29.47,1.57,48.16,21.97,22.31,0.86,Semey
1606942800,2,340.46,4.64,25.36,3.67,47.21,16.99,17.32,0.82,Semey
1606946400,2,320.44,2.57,21.25,7.06,44.35,13.21,13.51,0.81,Semey
1606950000,2,317.1,2.24,20.05,8.05,40.53,12.2,12.49,0.81,Semey
1606953600,2,330.45,3.3,20.74,5.9,37.19,13.73,14.01,0.84,Semey
1606957200,3,360.49,7.38,22.96,2.64,40.53,20.62,20.95,0.99,Semey
1606960800,4,400.54,13.3,25.36,0.82,48.16,27.88,28.31,1.17,Semey
1606964400,4,420.57,16.54,26.73,0.47,53.41,30.02,30.5,1.24,Semey
1606968000,4,417.23,16.32,25.02,3.22,54.36,26.68,27.22,1.11,Semey
1606971600,4,427.25,21.68,21.42,8.32,60.56,28.05,28.94,1.08,Semey
1606975200,4,433.92,25.71,18.85,11.8,67.71,28.36,29.86,1.06,Semey
1606978800,4,447.27,29.5,19.19,13.77,84.88,28.47,30.46,1.08,Semey
1606982400,4,473.98,33.98,21.59,13.05,107.77,31.84,34.18,1.16,Semey
1606986000,4,487.33,34.42,24.68,10.37,122.07,33.95,36.37,1.25,Semey
1606989600,4,494.0,32.19,30.16,5.01,131.61,36.16,38.55,1.36,Semey
1606993200,4,507.36,29.95,33.59,0.3,125.89,38.69,41.05,1.46,Semey
1606996800,4,500.68,27.72,34.27,0.1,103.0,39.67,41.65,1.38,Semey
1607000400,4,487.33,24.36,34.96,0.15,82.97,41.09,42.59,1.25,Semey
1607004000,4,473.98,22.8,34.96,0.18,79.16,43.8,44.98,1.24,Semey
1607007600,4,460.63,21.01,34.27,0.22,78.2,44.0,44.81,1.2,Semey
1607011200,4,427.25,17.21,31.87,0.41,69.62,39.02,39.44,1.11,Semey
1607014800,4,400.54,13.08,28.79,0.66,54.84,31.71,32.06,0.97,Semey
1607018400,3,373.84,8.61,25.36,1.3,37.67,22.03,22.27,0.82,Semey
1607022000,2,353.81,5.98,22.96,1.92,28.13,15.57,15.77,0.76,Semey
1607025600,2,343.8,5.31,22.28,2.1,24.32,13.3,13.49,0.78,Semey
1607029200,2,343.8,5.25,22.96,2.15,22.65,12.74,12.92,0.81,Semey
1607032800,2,347.14,5.64,25.02,2.08,22.89,12.97,13.16,0.84,Semey
1607036400,2,373.84,6.93,29.47,1.45,24.32,14.6,14.79,0.86,Semey
1607040000,2,427.25,9.39,38.39,0.73,27.18,18.64,18.87,0.87,Semey
1607043600,4,494.0,13.86,47.3,0.31,35.29,28.33,28.79,1.0,Semey
1607047200,4,534.06,17.43,52.78,0.17,41.96,36.98,37.83,1.12,Semey
1607050800,4,540.73,16.99,54.84,0.36,43.39,38.72,39.89,1.09,Semey
1607054400,4,527.38,19.0,45.93,9.12,42.44,36.38,37.72,0.9,Semey
1607058000,4,500.68,24.14,32.56,20.56,45.3,34.92,36.32,0.76,Semey
1607061600,4,487.33,25.03,27.76,26.82,51.5,34.31,35.76,0.65,Semey
1607065200,4,480.65,25.48,27.76,30.04,57.22,35.04,36.66,0.59,Semey
1607068800,4,473.98,24.59,30.5,29.68,58.65,36.3,38.16,0.59,Semey
1607072400,4,473.98,21.23,34.62,24.68,56.74,37.18,39.21,0.6,Semey
1607076000,4,480.65,15.87,45.24,12.52,56.74,39.93,42.03,0.62,Semey
1607079600,4,487.33,10.84,53.47,1.88,55.31,42.08,44.18,0.68,Semey
1607083200,4,480.65,10.28,53.47,1.35,53.41,42.7,44.78,0.73,Semey
1607086800,4,453.95,8.72,52.78,2.1,52.93,42.98,45.0,0.74,Semey
1607090400,4,427.25,6.37,52.09,3.49,53.88,41.66,43.59,0.7,Semey
1607094000,4,397.21,3.49,49.35,6.8,52.45,37.44,39.2,0.65,Semey
1607097600,4,367.17,1.66,44.55,11.98,50.55,32.81,34.43,0.63,Semey
1607101200,4,343.8,0.71,38.39,18.6,46.25,27.11,28.53,0.63,Semey
1607104800,2,317.1,0.23,30.16,26.82,39.58,19.15,20.24,0.63,Semey
1607108400,2,297.07,0.09,23.65,33.26,33.85,13.27,14.1,0.67,Semey
1607112000,2,283.72,0.07,20.05,36.12,30.52,10.3,10.97,0.73,Semey
1607115600,1,277.04,0.06,17.82,37.55,29.56,8.34,8.9,0.79,Semey
1607119200,1,270.37,0.09,16.79,35.41,27.18,7.82,8.31,0.86,Semey
1607122800,1,273.71,0.14,17.31,31.11,25.51,8.32,8.82,0.9,Semey
1607126400,1,273.71,0.23,18.68,27.9,26.94,9.38,9.94,0.92,Semey
1607130000,2,293.73,0.62,23.31,21.28,34.33,14.06,14.84,1.03,Semey
1607133600,2,313.76,1.27,28.1,14.66,40.05,18.78,19.8,1.14,Semey
1607137200,3,323.77,1.59,29.47,11.8,41.96,20.13,21.29,1.17,Semey
1607140800,2,337.12,2.91,30.85,16.09,71.53,13.18,14.21,1.03,Semey
1607144400,2,353.81,7.82,28.45,19.49,85.83,12.71,13.87,0.98,Semey
1607148000,2,343.8,9.84,23.31,23.96,82.97,11.48,12.6,0.93,Semey
1607151600,2,303.75,7.49,15.77,31.11,51.98,10.07,11.01,0.81,Semey
1607155200,2,280.38,5.53,12.34,36.12,32.42,10.48,11.28,0.72,Semey
1607158800,2,280.38,4.41,12.85,36.48,28.13,11.3,12.08,0.68,Semey
1607162400,2,280.38,2.04,15.25,33.98,24.8,11.82,12.59,0.67,Semey
1607166000,2,287.06,0.35,17.31,30.76,22.41,12.55,13.33,0.69,Semey
1607169600,2,290.39,0.35,17.65,28.61,21.22,13.71,14.52,0.71,Semey
1607173200,2,297.07,0.55,19.19,24.32,23.13,16.38,17.23,0.75,Semey
1607176800,2,303.75,0.8,20.05,20.03,25.03,18.83,19.63,0.8,Semey
1607180400,2,303.75,0.95,19.54,17.17,25.03,19.73,20.42,0.82,Semey
1607184000,3,310.42,1.27,20.39,14.13,26.94,21.39,22.0,0.86,Semey
1607187600,3,310.42,1.22,19.88,13.41,25.99,21.22,21.8,0.86,Semey
1607191200,2,303.75,0.65,16.79,16.81,21.7,17.75,18.2,0.81,Semey
1607194800,2,297.07,0.41,14.57,20.74,19.31,15.5,15.86,0.76,Semey
1607198400,2,293.73,0.33,13.54,22.89,17.88,15.06,15.39,0.72,Semey
1607202000,2,293.73,0.31,13.37,23.96,17.17,15.09,15.39,0.67,Semey
1607205600,2,293.73,0.3,12.85,24.68,16.69,15.06,15.35,0.62,Semey
1607209200,2,293.73,0.34,13.37,23.96,17.88,15.32,15.62,0.57,Semey
1607212800,2,300.41,0.5,15.59,21.1,21.22,16.56,16.92,0.55,Semey
1607216400,3,323.77,1.51,22.28,13.59,30.99,22.64,23.16,0.65,Semey
1607220000,4,373.84,5.59,30.85,4.07,45.78,32.71,33.36,0.86,Semey
1607223600,4,433.92,15.2,35.64,0.35,61.99,43.83,44.54,1.11,Semey
1607227200,5,500.68,27.05,40.44,2.68,78.2,55.04,56.51,1.28,Semey
1607230800,5,540.73,38.0,41.13,9.03,93.46,61.59,64.35,1.3,Semey
1607234400,5,567.44,45.6,41.13,13.95,116.35,61.43,65.16,1.16,Semey
1607238000,5,594.14,52.75,43.87,16.99,167.85,58.08,62.7,0.99,Semey
1607241600,5,627.52,59.01,50.72,16.27,211.72,61.84,66.84,0.97,Semey
1607245200,5,654.22,59.9,58.26,12.52,238.42,64.09,69.04,0.98,Semey
1607248800,5,667.57,56.33,66.49,4.83,251.77,65.43,70.07,1.06,Semey
1607252400,5,634.19,44.7,67.17,0.2,226.97,61.09,64.64,1.08,Semey
1607256000,5,540.73,27.72,56.89,0.14,162.13,50.19,51.74,0.98,Semey
1607259600,4,460.63,14.75,46.61,0.68,106.81,41.04,41.62,0.85,Semey
1607263200,4,423.91,10.51,42.5,1.24,89.65,38.66,39.12,0.83,Semey
1607266800,4,417.23,9.16,41.81,1.54,87.74,38.2,38.66,0.85,Semey
1607270400,4,407.22,7.6,40.1,2.24,83.92,37.24,37.71,0.84,Semey
1607274000,4,393.87,5.42,37.7,3.31,75.34,34.11,34.53,0.78,Semey
1607277600,4,377.18,2.93,33.93,5.59,62.94,27.73,28.1,0.67,Semey
1607281200,3,363.83,2.35,30.5,7.33,53.41,24.52,25.01,0.59,Semey
1607284800,3,363.83,2.32,29.13,7.33,48.64,24.41,25.09,0.57,Semey
1607288400,3,363.83,2.49,28.45,6.97,43.87,24.91,25.72,0.59,Semey
1607292000,3,360.49,2.79,27.42,6.26,39.1,24.89,25.84,0.61,Semey
1607295600,3,363.83,3.44,27.08,5.1,38.62,24.66,25.55,0.64,Semey
1607299200,4,370.5,4.58,27.42,4.02,41.01,25.45,26.16,0.67,Semey
1607302800,4,393.87,8.27,29.47,2.24,47.68,31.65,32.22,0.81,Semey
1607306400,4,427.25,13.86,30.85,0.83,52.93,38.48,39.03,1.0,Semey
1607310000,4,447.27,17.88,31.53,0.44,57.22,41.24,41.69,1.08,Semey
1607313600,4,423.91,13.64,29.47,3.31,55.31,33.34,33.81,0.82,Semey
1607317200,4,420.57,17.43,25.36,8.58,61.04,32.74,33.48,0.74,Semey
1607320800,4,440.6,23.02,24.33,11.62,75.34,34.43,35.69,0.71,Semey
1607324400,4,480.65,31.74,28.1,12.34,109.67,38.12,40.04,0.62,Semey
1607328000,4,547.41,43.81,33.93,9.66,160.22,46.56,49.14,0.74,Semey
1607331600,5,620.84,55.43,40.1,5.72,213.62,55.29,58.51,0.97,Semey
1607335200,5,680.92,64.37,46.61,1.83,259.4,62.82,66.55,1.22,Semey
1607338800,5,747.68,75.1,51.41,0.07,301.36,71.47,74.72,1.54,Semey
1607342400,5,741.01,70.63,53.47,0.0,297.55,71.19,72.99,1.63,Semey
1607346000,5,674.25,56.33,51.41,0.01,247.96,63.1,64.06,1.55,Semey
1607349600,5,614.17,46.05,47.98,0.02,213.62,58.52,59.35,1.54,Semey
1607353200,5,574.11,38.89,44.55,0.04,188.83,56.3,57.03,1.52,Semey
1607356800,5,527.38,30.4,41.13,0.12,160.22,52.28,52.95,1.46,Semey
1607360400,4,467.3,21.68,37.36,0.28,125.89,44.75,45.32,1.31,Semey
1607364000,4,413.9,13.86,33.93,0.68,85.83,33.33,33.75,1.12,Semey
1607367600,3,360.49,7.82,29.47,1.97,46.73,23.69,24.02,0.97,Semey
1607371200,2,317.1,3.69,24.68,5.32,30.99,17.66,17.97,0.94,Semey
1607374800,2,297.07,1.57,20.39,11.8,26.46,14.29,14.62,1.01,Semey
1607378400,2,287.06,0.84,17.82,18.24,25.99,13.26,13.61,1.16,Semey
1607382000,2,290.39,0.66,16.97,21.64,26.94,13.58,14.17,1.31,Semey
1607385600,2,293.73,0.71,17.48,22.35,28.61,14.79,15.75,1.44,Semey
1607389200,3,310.42,1.44,21.94,17.7,35.76,20.57,21.87,1.62,Semey
1607392800,3,327.11,2.21,25.71,13.41,40.05,24.84,26.44,1.74,Semey
1607396400,3,327.11,1.79,25.71,14.66,40.53,24.19,26.02,1.81,Semey
1607400000,2,297.07,1.24,18.85,32.9,34.33,18.05,19.71,2.19,Semey
1607403600,2,287.06,2.4,16.28,46.49,34.33,15.93,17.49,2.44,Semey
1607407200,2,287.06,3.27,15.94,53.64,36.72,14.72,16.26,2.53,Semey
1607410800,2,283.72,4.08,15.08,58.65,36.72,13.67,15.15,2.66,Semey
1607414400,2,277.04,3.55,15.25,62.23,34.81,12.66,14.0,2.72,Semey
1607418000,2,273.71,2.24,15.94,65.09,33.38,11.63,12.83,2.6,Semey
1607421600,2,270.37,0.6,17.82,64.37,32.42,10.98,12.05,2.31,Semey
1607425200,1,260.35,0.03,15.25,70.1,25.27,9.26,10.13,1.87,Semey
1607428800,1,243.66,0.0,10.88,79.39,17.88,7.11,7.79,1.33,Semey
1607432400,2,236.99,0.0,9.34,84.4,15.74,5.97,6.59,0.9,Semey
1607436000,2,230.31,0.0,8.05,87.98,14.31,4.64,5.22,0.6,Semey
1607439600,2,223.64,0.0,6.43,91.55,12.4,3.15,3.59,0.4,Semey
1607443200,2,220.3,0.0,5.48,97.28,11.92,2.24,2.57,0.26,Semey
1607446800,2,220.3,0.0,5.01,100.14,12.04,1.75,2.02,0.19,Semey
1607450400,2,216.96,0.0,4.41,100.14,12.16,1.2,1.39,0.15,Semey
1607454000,2,220.3,0.0,4.37,100.14,13.83,1.11,1.24,0.1,Semey
1607457600,2,223.64,0.0,4.8,97.28,15.97,1.15,1.27,0.08,Semey
1607461200,2,226.97,0.0,5.66,92.98,17.64,1.29,1.41,0.07,Semey
1607464800,2,233.65,0.0,6.51,90.12,17.64,1.55,1.67,0.05,Semey
1607468400,2,240.33,0.0,6.94,87.98,16.93,1.68,1.81,0.05,Semey
1607472000,2,240.33,0.0,7.11,87.26,16.21,1.78,1.92,0.05,Semey
1607475600,2,243.66,0.0,8.31,85.12,18.12,2.41,2.62,0.08,Semey
1607479200,2,247.0,0.0,9.77,82.25,20.74,2.99,3.27,0.1,Semey
1607482800,2,250.34,0.01,10.88,80.82,22.89,3.28,3.61,0.12,Semey
1607486400,1,253.68,0.13,11.82,79.39,25.51,3.53,3.92,0.14,Semey
1607490000,1,253.68,0.6,12.34,78.68,27.66,3.58,4.0,0.15,Semey
1607493600,1,257.02,1.17,12.68,77.96,29.56,3.53,3.95,0.15,Semey
1607497200,1,250.34,1.3,10.97,78.68,26.23,3.17,3.56,0.14,Semey
1607500800,1,250.34,1.13,11.48,75.82,26.7,3.23,3.6,0.13,Semey
1607504400,1,253.68,0.8,13.2,70.1,29.33,3.35,3.72,0.12,Semey
1607508000,1,253.68,0.27,13.71,66.52,28.61,3.22,3.56,0.12,Semey
1607511600,1,253.68,0.02,13.37,64.37,26.94,3.16,3.47,0.12,Semey
1607515200,1,253.68,0.01,13.02,62.94,25.51,3.38,3.68,0.12,Semey
1607518800,1,253.68,0.01,13.37,60.8,25.99,4.15,4.48,0.12,Semey
1607522400,1,253.68,0.02,13.37,57.94,25.75,4.88,5.24,0.12,Semey
1607526000,1,253.68,0.02,12.51,56.51,24.32,5.26,5.61,0.1,Semey
1607529600,1,253.68,0.02,12.51,55.08,23.84,5.81,6.19,0.1,Semey
1607533200,1,253.68,0.02,11.82,54.36,22.65,5.66,6.02,0.09,Semey
1607536800,1,250.34,0.02,10.8,53.64,21.22,4.69,4.99,0.07,Semey
1607540400,1,250.34,0.02,11.14,51.5,23.37,4.21,4.45,0.05,Semey
1607544000,1,250.34,0.02,12.85,47.92,28.13,3.89,4.12,0.04,Semey
1607547600,1,253.68,0.04,15.25,42.56,34.33,3.76,4.0,0.02,Semey
1607551200,1,253.68,0.06,17.65,37.19,40.05,3.7,3.95,0.01,Semey
1607554800,1,257.02,0.09,20.05,32.19,45.78,3.74,4.02,0.01,Semey
1607558400,1,263.69,0.13,21.08,29.68,46.25,4.22,4.56,0.01,Semey
1607562000,1,277.04,0.36,24.68,25.03,45.78,8.14,8.72,0.11,Semey
1607565600,2,303.75,1.08,30.16,16.81,47.68,14.33,15.24,0.33,Semey
1607569200,2,327.11,2.15,33.59,11.09,49.59,19.37,20.43,0.48,Semey
1607572800,3,330.45,3.38,32.22,12.52,48.64,21.08,22.19,0.54,Semey
1607576400,2,313.76,4.08,25.02,23.6,42.44,17.38,18.56,0.49,Semey
1607580000,2,290.39,3.33,18.34,37.91,34.33,12.11,13.28,0.4,Semey
1607583600,1,257.02,1.47,11.14,60.08,25.51,5.52,6.13,0.08,Semey
1607587200,1,257.02,0.95,11.14,64.37,22.65,5.31,5.76,0.02,Semey
1607590800,1,260.35,0.66,12.68,63.66,21.94,5.33,5.74,0.01,Semey
1607594400,1,263.69,0.23,13.54,62.23,20.27,5.06,5.39,0.01,Semey
1607598000,1,260.35,0.03,13.37,60.8,19.07,4.62,4.9,0.01,Semey
1607601600,1,260.35,0.01,12.34,60.8,17.64,4.25,4.52,0.02,Semey
1607605200,1,260.35,0.01,12.0,60.8,17.41,4.25,4.51,0.03,Semey
1607608800,1,260.35,0.01,11.31,60.08,15.97,4.23,4.47,0.04,Semey
1607612400,1,260.35,0.01,9.77,58.65,13.95,4.0,4.21,0.04,Semey
1607616000,1,257.02,0.01,8.31,57.94,12.52,3.69,3.87,0.05,Semey
1607619600,1,253.68,0.01,6.6,57.22,11.09,3.04,3.18,0.06,Semey
1607623200,1,247.0,0.01,4.88,57.22,9.89,2.45,2.55,0.06,Semey
1607626800,1,247.0,0.01,4.63,55.08,10.85,2.72,2.8,0.06,Semey
1607630400,1,250.34,0.02,6.0,49.35,14.42,3.32,3.41,0.06,Semey
1607634000,1,253.68,0.03,9.68,40.77,25.03,3.46,3.56,0.04,Semey
1607637600,1,253.68,0.04,11.14,37.91,29.8,2.81,2.91,0.03,Semey
1607641200,1,250.34,0.04,10.11,40.05,26.23,2.35,2.46,0.04,Semey
1607644800,1,247.0,0.03,9.0,42.56,21.94,2.35,2.49,0.05,Semey
1607648400,1,250.34,0.05,9.17,42.92,20.03,3.01,3.22,0.09,Semey
1607652000,1,253.68,0.06,9.77,42.92,20.03,3.56,3.84,0.14,Semey
1607655600,1,257.02,0.07,10.63,43.99,21.94,3.69,4.01,0.19,Semey
1607659200,1,263.69,0.2,12.68,43.63,28.13,3.93,4.3,0.24,Semey
1607662800,1,267.03,0.88,13.71,43.99,33.85,3.58,3.97,0.25,Semey
1607666400,1,270.37,1.76,13.71,45.78,38.62,3.06,3.44,0.25,Semey
1607670000,1,280.38,2.85,15.59,43.63,38.15,5.91,6.53,0.33,Semey
1607673600,2,307.08,4.75,22.28,32.9,47.21,11.26,12.34,0.51,Semey
1607677200,2,337.12,6.31,31.87,21.82,57.22,15.61,17.11,0.64,Semey
1607680800,2,343.8,4.36,38.39,13.59,56.27,16.26,18.04,0.69,Semey
1607684400,2,327.11,1.61,35.99,13.41,45.78,13.77,15.62,0.67,Semey
1607688000,2,307.08,0.61,28.45,22.53,36.24,11.36,13.21,0.64,Semey
1607691600,2,297.07,0.37,25.36,27.54,34.81,12.27,14.28,0.66,Semey
1607695200,2,293.73,0.35,24.68,27.9,35.29,13.76,16.0,0.67,Semey
1607698800,2,283.72,0.27,22.28,29.33,32.9,13.05,15.32,0.63,Semey
1607702400,2,270.37,0.18,18.68,33.26,28.85,10.52,12.47,0.55,Semey
1607706000,1,257.02,0.09,14.57,38.98,23.37,7.33,8.8,0.45,Semey
1607709600,1,243.66,0.04,9.94,45.78,17.17,3.72,4.68,0.35,Semey
1607713200,1,233.65,0.02,6.77,49.35,11.92,2.11,2.72,0.3,Semey
1607716800,1,233.65,0.03,6.51,47.92,11.09,2.23,2.69,0.31,Semey
1607720400,1,233.65,0.04,7.11,44.35,12.04,2.7,3.08,0.32,Semey
1607724000,1,236.99,0.06,8.4,40.05,13.59,3.23,3.54,0.28,Semey
1607727600,1,240.33,0.09,9.77,36.48,15.14,3.75,4.0,0.26,Semey
1607731200,1,247.0,0.13,11.48,33.62,17.41,4.57,4.76,0.28,Semey
1607734800,1,267.03,0.35,16.45,28.25,24.56,8.47,8.71,0.4,Semey
1607738400,2,280.38,0.56,19.54,24.68,27.66,11.07,11.42,0.52,Semey
1607742000,2,280.38,0.49,17.82,25.75,25.75,10.15,10.63,0.52,Semey
1607745600,1,263.69,1.05,12.51,32.54,22.89,7.46,7.99,0.42,Semey
1607749200,1,260.35,2.65,10.28,38.27,25.27,6.86,7.5,0.27,Semey
