Date,Air Quality Index,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,City
1615989600,2,257.02,0.0,11.48,95.84,16.93,10.39,11.27,0.68,Temirtau
1615993200,2,260.35,0.0,11.82,90.84,16.21,10.81,11.79,0.88,Temirtau
1615996800,2,263.69,0.0,12.68,87.26,16.69,11.28,12.31,1.06,Temirtau
1616000400,2,263.69,0.0,12.34,84.4,15.97,10.67,11.65,1.2,Temirtau
1616004000,2,260.35,0.0,10.45,83.69,13.59,8.66,9.47,1.28,Temirtau
1616007600,2,257.02,0.0,9.0,82.97,12.04,6.96,7.58,1.31,Temirtau
1616011200,2,253.68,0.0,8.31,82.25,11.44,6.06,6.57,1.31,Temirtau
1616014800,2,253.68,0.0,8.14,80.82,11.56,5.65,6.14,1.3,Temirtau
1616018400,1,253.68,0.0,8.05,79.39,11.33,5.39,5.9,1.31,Temirtau
1616022000,1,253.68,0.0,8.57,77.25,11.92,5.35,5.9,1.35,Temirtau
1616025600,1,257.02,0.0,9.94,73.67,13.59,5.82,6.43,1.41,Temirtau
1616029200,1,270.37,0.01,13.88,67.23,17.88,8.27,9.11,1.54,Temirtau
1616032800,2,297.07,0.18,20.39,58.65,24.56,12.67,13.87,1.73,Temirtau
1616036400,2,320.44,4.14,21.94,55.79,31.95,17.58,19.16,1.88,Temirtau
1616040000,3,347.14,11.51,19.19,57.94,41.49,22.85,24.74,1.92,Temirtau
1616043600,4,360.49,16.32,17.14,60.08,49.59,25.9,27.94,1.79,Temirtau
1616047200,4,360.49,17.88,15.77,64.37,54.84,26.08,28.05,1.44,Temirtau
1616050800,3,350.48,16.76,14.74,71.53,58.17,23.99,25.77,0.93,Temirtau
1616054400,4,353.81,16.76,15.42,75.82,61.99,25.81,27.56,0.59,Temirtau
1616058000,4,370.5,17.66,18.51,78.68,69.62,27.5,29.18,0.33,Temirtau
1616061600,4,397.21,19.0,23.31,78.68,77.25,29.22,30.89,0.24,Temirtau
1616065200,4,447.27,21.01,31.87,72.96,82.97,31.84,33.57,0.48,Temirtau
1616068800,4,460.63,16.99,38.73,67.23,73.43,29.97,31.72,0.96,Temirtau
1616072400,3,407.22,3.44,43.87,58.65,51.98,23.98,25.71,1.31,Temirtau
1616076000,2,343.8,0.03,31.53,65.09,36.72,17.95,19.57,1.36,Temirtau
1616079600,2,300.41,0.0,20.74,72.96,28.61,12.64,13.98,1.2,Temirtau
1616083200,1,270.37,0.0,13.88,79.39,21.7,8.24,9.24,1.03,Temirtau
1616086800,1,263.69,0.0,11.48,79.39,18.12,6.53,7.35,0.99,Temirtau
1616090400,2,257.02,0.0,9.43,80.11,14.9,4.67,5.3,0.96,Temirtau
1616094000,2,253.68,0.0,7.97,81.54,13.35,3.61,4.07,0.93,Temirtau
1616097600,2,250.34,0.0,7.28,82.97,13.11,3.21,3.58,0.88,Temirtau
1616101200,2,247.0,0.0,6.94,84.4,13.47,2.69,3.03,0.79,Temirtau
1616104800,2,247.0,0.0,7.2,85.12,14.42,2.43,2.76,0.71,Temirtau
1616108400,2,247.0,0.0,7.45,85.12,14.78,2.46,2.8,0.69,Temirtau
1616112000,2,247.0,0.0,8.05,84.4,15.5,2.78,3.16,0.69,Temirtau
1616115600,2,257.02,0.0,10.37,82.25,18.36,4.43,4.95,0.76,Temirtau
1616119200,2,267.03,0.06,13.2,80.11,21.46,5.68,6.36,0.82,Temirtau
1616122800,2,270.37,1.12,12.51,82.25,23.13,5.3,6.0,0.77,Temirtau
1616126400,2,257.02,2.68,8.48,87.26,22.41,4.05,4.67,0.63,Temirtau
1616130000,2,250.34,3.44,6.43,91.55,21.94,3.64,4.19,0.5,Temirtau
1616133600,2,247.0,3.63,5.57,95.84,22.41,3.47,3.98,0.4,Temirtau
1616137200,2,243.66,3.69,5.57,98.71,23.6,3.38,3.83,0.32,Temirtau
1616140800,2,243.66,3.63,5.66,100.14,22.17,3.31,3.74,0.28,Temirtau
1616144400,2,240.33,3.44,5.91,100.14,20.98,3.05,3.49,0.28,Temirtau
1616148000,2,240.33,3.16,6.6,98.71,20.5,2.92,3.36,0.3,Temirtau
1616151600,2,240.33,2.35,7.11,97.28,18.84,2.66,3.09,0.35,Temirtau
1616155200,2,236.99,1.24,7.63,94.41,16.93,2.46,2.84,0.41,Temirtau
1616158800,2,236.99,0.27,7.97,94.41,15.97,2.6,2.98,0.48,Temirtau
1616162400,2,233.65,0.0,8.48,94.41,17.88,3.0,3.41,0.59,Temirtau
1616166000,2,233.65,0.0,8.65,95.84,18.84,3.19,3.59,0.67,Temirtau
1616169600,2,230.31,0.0,8.14,97.28,18.36,3.1,3.46,0.74,Temirtau
1616173200,2,230.31,0.0,7.37,98.71,16.93,2.57,2.86,0.75,Temirtau
1616176800,2,223.64,0.0,6.34,101.57,15.26,1.89,2.11,0.8,Temirtau
1616180400,2,216.96,0.0,4.76,105.86,12.28,1.68,1.91,1.11,Temirtau
1616184000,2,216.96,0.0,4.46,107.29,11.56,2.41,2.73,2.19,Temirtau
1616187600,2,220.3,0.0,4.63,108.72,12.04,3.41,3.85,3.52,Temirtau
1616191200,2,223.64,0.0,5.14,110.15,13.23,4.24,4.86,4.81,Temirtau
1616194800,2,226.97,0.0,5.91,108.72,15.14,4.72,5.52,5.64,Temirtau
1616198400,2,230.31,0.0,6.86,107.29,17.17,4.94,5.92,5.83,Temirtau
1616202000,2,236.99,0.0,8.74,104.43,20.27,5.38,6.55,5.64,Temirtau
1616205600,2,247.0,0.03,10.71,103.0,23.6,5.91,7.25,5.51,Temirtau
1616209200,2,250.34,0.4,10.63,103.0,23.6,6.19,7.62,5.19,Temirtau
1616212800,2,253.68,1.19,9.68,104.43,23.84,6.4,7.65,4.43,Temirtau
1616216400,2,257.02,2.15,8.57,105.86,24.32,6.68,7.67,3.07,Temirtau
1616220000,2,260.35,2.79,7.45,107.29,23.84,7.29,8.16,1.87,Temirtau
1616223600,2,257.02,2.68,6.26,108.72,21.22,8.02,8.77,1.09,Temirtau
1616227200,2,253.68,2.6,5.83,108.72,20.03,8.75,9.54,0.74,Temirtau
1616230800,2,253.68,2.46,6.0,105.86,19.55,9.15,10.0,0.51,Temirtau
1616234400,2,247.0,1.63,5.91,104.43,16.69,9.47,10.4,0.36,Temirtau
1616238000,2,247.0,0.98,6.0,104.43,14.19,9.19,10.06,0.34,Temirtau
1616241600,2,247.0,0.46,6.17,101.57,12.52,8.13,8.91,0.37,Temirtau
1616245200,2,243.66,0.14,6.43,98.71,11.56,7.95,8.85,0.39,Temirtau
1616248800,2,243.66,0.0,6.51,94.41,11.33,7.99,9.07,0.4,Temirtau
1616252400,2,240.33,0.0,6.17,90.84,10.61,7.9,9.14,0.38,Temirtau
1616256000,2,240.33,0.0,6.0,87.26,10.25,7.89,9.31,0.36,Temirtau
1616259600,2,236.99,0.0,4.93,83.69,8.11,7.64,9.68,0.33,Temirtau
1616263200,2,230.31,0.0,3.64,80.82,5.84,8.12,11.17,0.3,Temirtau
1616266800,1,230.31,0.0,2.87,77.96,4.89,9.34,12.76,0.25,Temirtau
1616270400,1,230.31,0.0,2.66,75.82,4.77,9.73,13.14,0.23,Temirtau
1616274000,1,233.65,0.0,2.57,74.39,4.77,9.0,12.72,0.23,Temirtau
1616277600,1,233.65,0.0,2.53,74.39,4.71,7.72,11.92,0.24,Temirtau
1616281200,1,233.65,0.0,2.83,73.67,5.48,7.25,12.51,0.27,Temirtau
1616284800,1,233.65,0.0,3.34,73.67,6.5,7.24,13.75,0.31,Temirtau
1616288400,1,236.99,0.0,4.03,72.96,7.57,7.19,14.51,0.34,Temirtau
1616292000,1,236.99,0.02,4.54,73.67,8.35,6.8,14.39,0.36,Temirtau
1616295600,1,236.99,0.27,4.33,75.1,8.23,6.24,13.37,0.36,Temirtau
1616299200,1,236.99,0.81,3.77,77.25,8.82,5.79,12.16,0.33,Temirtau
1616302800,1,236.99,1.2,3.13,78.68,9.18,5.74,11.65,0.29,Temirtau
1616306400,2,236.99,1.31,2.7,81.54,9.18,6.05,11.77,0.24,Temirtau
1616310000,2,233.65,1.16,2.27,84.4,8.23,6.08,11.18,0.21,Temirtau
1616313600,2,233.65,1.08,2.04,85.83,7.75,6.25,10.99,0.2,Temirtau
1616317200,2,233.65,1.01,1.93,85.12,7.39,6.27,10.65,0.2,Temirtau
1616320800,2,230.31,0.81,1.82,85.12,6.38,5.96,9.57,0.23,Temirtau
1616324400,2,230.31,0.7,2.19,85.83,6.32,5.79,8.77,0.25,Temirtau
1616328000,2,230.31,0.45,2.7,87.26,6.2,5.72,8.37,0.27,Temirtau
1616331600,2,233.65,0.14,3.9,86.55,5.78,6.15,8.53,0.32,Temirtau
1616335200,2,240.33,0.0,6.34,80.82,8.7,7.46,9.8,0.44,Temirtau
1616338800,1,253.68,0.0,9.6,74.39,14.07,9.53,11.96,0.59,Temirtau
1616342400,2,277.04,0.0,17.31,62.23,24.56,13.99,16.75,0.77,Temirtau
1616346000,2,317.1,0.01,29.13,45.78,38.15,19.94,23.08,0.91,Temirtau
1616349600,3,343.8,0.02,34.96,35.76,43.39,21.79,24.95,0.96,Temirtau
1616353200,2,327.11,0.02,26.73,35.41,34.33,16.4,19.34,0.97,Temirtau
1616356800,2,303.75,0.02,19.54,36.48,29.8,11.77,15.02,1.05,Temirtau
1616360400,1,297.07,0.02,17.82,33.98,30.04,9.95,12.49,0.97,Temirtau
1616364000,1,283.72,0.01,14.74,42.56,26.94,5.97,6.71,0.37,Temirtau
1616367600,1,263.69,0.0,9.43,52.21,18.6,4.18,4.45,0.21,Temirtau
1616371200,1,253.68,0.0,6.6,53.64,12.99,3.76,4.01,0.17,Temirtau
1616374800,1,257.02,0.01,5.74,53.64,10.61,3.26,3.59,0.16,Temirtau
1616378400,1,260.35,0.02,5.36,55.79,9.42,3.33,3.79,0.17,Temirtau
1616382000,1,260.35,0.26,4.03,57.22,7.51,3.37,3.85,0.17,Temirtau
1616385600,1,257.02,0.61,3.09,58.65,6.91,3.13,3.52,0.18,Temirtau
1616389200,1,253.68,0.8,2.91,62.23,7.75,2.72,3.03,0.19,Temirtau
1616392800,1,247.0,0.8,2.96,64.37,9.06,2.23,2.49,0.2,Temirtau
1616396400,1,243.66,0.79,3.21,67.23,10.25,1.8,2.04,0.2,Temirtau
1616400000,1,240.33,0.75,4.07,70.1,12.04,1.57,1.82,0.2,Temirtau
1616403600,1,243.66,0.67,5.14,71.53,14.31,1.53,1.78,0.19,Temirtau
1616407200,1,243.66,0.52,5.31,71.53,12.99,1.6,1.88,0.22,Temirtau
1616410800,1,247.0,0.39,6.0,70.81,12.04,1.78,2.13,0.27,Temirtau
1616414400,1,250.34,0.22,7.2,70.1,12.76,2.06,2.48,0.3,Temirtau
1616418000,1,260.35,0.06,9.6,65.8,14.42,3.45,4.08,0.42,Temirtau
1616421600,1,277.04,0.01,14.22,59.37,21.46,6.02,7.04,0.62,Temirtau
1616425200,1,297.07,0.01,20.74,51.5,31.95,8.95,10.34,0.74,Temirtau
1616428800,2,330.45,0.03,35.64,39.7,54.84,13.47,15.13,0.79,Temirtau
1616432400,2,373.84,0.07,56.89,27.18,83.92,18.99,20.75,0.69,Temirtau
1616436000,3,403.88,0.09,71.97,19.31,101.09,23.18,24.89,0.41,Temirtau
1616439600,3,403.88,0.08,69.92,17.7,96.32,22.88,24.53,0.11,Temirtau
1616443200,2,363.83,0.04,50.04,22.53,70.57,17.56,19.14,0.02,Temirtau
1616446800,2,323.77,0.01,29.13,29.33,43.87,13.31,14.57,0.01,Temirtau
1616450400,2,303.75,0.01,17.82,34.69,28.37,11.81,12.52,0.02,Temirtau
1616454000,2,290.39,0.01,12.68,37.91,19.79,10.81,11.22,0.05,Temirtau
1616457600,1,283.72,0.01,10.11,39.34,15.26,9.88,10.17,0.15,Temirtau
1616461200,1,280.38,0.01,8.65,42.2,13.47,8.7,8.96,0.17,Temirtau
1616464800,1,273.71,0.04,6.77,43.99,10.37,6.54,6.79,0.27,Temirtau
1616468400,1,267.03,0.27,5.57,43.99,8.94,4.34,4.57,0.33,Temirtau
1616472000,1,257.02,0.59,5.23,47.21,10.25,2.76,2.98,0.35,Temirtau
1616475600,1,243.66,1.02,6.77,62.23,15.74,2.32,2.58,0.27,Temirtau
1616479200,1,247.0,1.82,9.43,75.82,23.84,3.01,3.28,0.23,Temirtau
1616482800,2,253.68,2.18,12.34,80.82,31.47,3.92,4.16,0.27,Temirtau
1616486400,1,260.35,2.4,14.91,79.39,36.24,4.39,4.62,0.27,Temirtau
1616490000,1,260.35,1.79,14.4,76.53,32.42,4.39,4.61,0.17,Temirtau
1616493600,1,247.0,0.91,10.63,73.67,23.37,3.78,4.0,0.11,Temirtau
1616497200,1,247.0,0.72,8.91,71.53,19.07,2.87,3.1,0.11,Temirtau
1616500800,1,243.66,0.37,7.8,69.38,15.14,2.4,2.6,0.13,Temirtau
1616504400,1,240.33,0.11,8.4,66.52,15.74,2.63,2.81,0.16,Temirtau
1616508000,1,223.64,0.0,5.14,75.82,17.41,1.81,1.93,0.14,Temirtau
1616511600,2,223.64,0.0,2.14,84.4,9.89,1.21,1.28,0.11,Temirtau
1616515200,2,226.97,0.0,2.46,83.69,7.75,1.19,1.23,0.1,Temirtau
1616518800,2,233.65,0.0,2.68,81.54,7.21,0.87,0.92,0.09,Temirtau
1616522400,2,233.65,0.0,2.19,82.25,5.54,0.56,0.6,0.09,Temirtau
1616526000,1,243.66,0.0,1.8,77.96,4.47,0.5,0.54,0.11,Temirtau
1616529600,1,247.0,0.0,1.65,75.1,4.71,0.91,0.96,0.14,Temirtau
1616533200,1,243.66,0.0,1.65,77.25,4.95,1.68,1.74,0.21,Temirtau
1616536800,2,233.65,0.0,1.37,82.25,3.49,1.43,1.51,0.37,Temirtau
1616540400,2,233.65,0.0,1.27,86.55,3.01,1.75,1.85,0.55,Temirtau
1616544000,2,233.65,0.0,1.44,87.98,3.49,2.8,2.93,0.55,Temirtau
1616547600,2,236.99,0.0,1.93,88.69,4.23,4.11,4.3,0.48,Temirtau
1616551200,2,243.66,0.03,3.04,87.26,5.9,4.83,5.14,0.54,Temirtau
1616554800,2,253.68,0.59,4.41,84.4,9.78,5.74,6.16,0.54,Temirtau
1616558400,1,270.37,2.01,5.36,79.39,15.5,9.14,9.7,0.52,Temirtau
1616562000,2,270.37,2.63,4.97,77.25,16.93,10.28,10.88,0.59,Temirtau
1616565600,2,267.03,2.52,4.46,80.82,16.69,8.78,9.31,0.62,Temirtau
1616569200,2,253.68,1.82,4.03,87.98,15.97,6.31,6.67,0.42,Temirtau
1616572800,2,247.0,1.76,4.16,94.41,17.17,5.17,5.47,0.24,Temirtau
1616576400,2,250.34,1.96,5.14,95.84,20.74,5.1,5.41,0.17,Temirtau
1616580000,2,253.68,2.18,5.57,97.28,20.27,5.81,6.21,0.19,Temirtau
1616583600,2,267.03,2.24,7.88,94.41,21.7,7.24,7.84,0.3,Temirtau
1616587200,2,277.04,1.82,11.48,87.98,24.08,8.33,9.13,0.45,Temirtau
1616590800,2,290.39,0.73,16.97,79.39,26.46,10.53,11.61,0.67,Temirtau
1616594400,2,313.76,0.03,24.33,67.95,31.95,14.86,16.36,0.93,Temirtau
1616598000,3,340.46,0.01,33.24,56.51,40.05,20.3,22.17,1.12,Temirtau
1616601600,4,397.21,0.05,54.84,39.34,58.17,30.61,32.8,1.28,Temirtau
1616605200,4,480.65,0.18,82.25,21.99,82.97,43.19,45.55,1.38,Temirtau
1616608800,4,494.0,0.2,80.88,16.63,82.97,41.87,44.32,1.36,Temirtau
1616612400,4,407.22,0.05,47.98,30.76,53.88,25.41,27.77,1.36,Temirtau
1616616000,2,320.44,0.01,23.65,50.07,31.95,12.97,14.82,1.47,Temirtau
1616619600,1,287.06,0.0,16.28,58.65,25.99,8.75,10.0,1.52,Temirtau
1616623200,1,283.72,0.01,17.14,57.94,28.13,8.46,9.4,1.5,Temirtau
1616626800,1,297.07,0.01,20.56,53.64,32.42,9.32,10.16,1.47,Temirtau
1616630400,1,310.42,0.01,23.31,51.5,35.29,9.86,10.7,1.46,Temirtau
1616634000,2,323.77,0.03,27.08,48.64,39.1,12.65,13.68,1.5,Temirtau
1616637600,2,360.49,0.52,35.3,42.56,46.25,17.66,19.02,1.65,Temirtau
1616641200,3,393.87,5.31,37.01,43.27,54.36,21.62,23.23,1.76,Temirtau
1616644800,2,390.53,10.73,27.76,52.21,57.22,19.89,21.45,1.62,Temirtau
1616648400,2,380.52,13.75,21.94,59.37,60.08,18.63,20.2,1.39,Temirtau
1616652000,2,387.19,17.21,20.56,62.23,69.62,19.95,21.59,1.16,Temirtau
1616655600,3,403.88,17.88,27.42,56.51,89.65,20.54,22.23,0.85,Temirtau
1616659200,3,433.92,21.68,30.5,54.36,105.86,24.5,26.4,0.71,Temirtau
1616662800,4,460.63,23.02,34.27,54.36,123.98,27.86,29.9,0.47,Temirtau
1616666400,4,473.98,20.56,42.5,50.78,143.05,29.47,31.35,0.23,Temirtau
1616670000,4,467.3,15.87,48.67,44.7,141.14,28.67,30.37,0.14,Temirtau
1616673600,4,440.6,9.05,50.72,40.41,118.26,25.81,27.39,0.13,Temirtau
1616677200,3,380.52,2.24,42.5,44.35,80.11,21.25,22.86,0.15,Temirtau
1616680800,2,313.76,0.05,25.36,59.37,46.25,16.54,18.23,0.27,Temirtau
1616684400,2,273.71,0.0,13.2,72.24,25.99,13.13,14.7,0.46,Temirtau
1616688000,2,260.35,0.0,8.82,75.82,18.12,11.68,12.93,0.57,Temirtau
1616691600,2,257.02,0.0,8.23,74.39,16.45,12.28,13.24,0.53,Temirtau
1616695200,2,253.68,0.0,7.28,75.82,14.78,12.33,13.04,0.45,Temirtau
1616698800,2,253.68,0.0,6.17,80.11,13.23,12.16,12.68,0.42,Temirtau
1616702400,2,250.34,0.0,5.1,84.4,11.33,11.62,11.99,0.46,Temirtau
1616706000,2,247.0,0.0,4.03,87.26,8.82,9.98,10.26,0.55,Temirtau
1616709600,2,247.0,0.0,3.21,88.69,7.03,7.23,7.44,0.63,Temirtau
1616713200,2,247.0,0.0,3.04,90.12,6.97,5.43,5.63,0.63,Temirtau
1616716800,2,250.34,0.0,3.26,90.12,7.63,4.6,4.8,0.58,Temirtau
1616720400,2,250.34,0.0,3.94,89.41,9.18,4.27,4.51,0.51,Temirtau
1616724000,2,253.68,0.04,4.8,87.26,10.37,4.27,4.57,0.5,Temirtau
1616727600,2,257.02,0.38,5.1,86.55,11.56,4.16,4.49,0.48,Temirtau
1616731200,2,253.68,0.91,4.54,87.26,12.4,3.93,4.26,0.44,Temirtau
1616734800,2,250.34,1.29,3.47,89.41,11.92,3.81,4.12,0.39,Temirtau
1616738400,2,247.0,1.44,2.68,91.55,11.21,3.79,4.06,0.33,Temirtau
1616742000,2,243.66,1.55,2.31,94.41,10.85,3.71,3.97,0.26,Temirtau
1616745600,2,236.99,1.44,2.25,94.41,10.13,3.24,3.5,0.26,Temirtau
1616749200,2,233.65,1.3,2.34,94.41,9.3,2.72,2.98,0.28,Temirtau
1616752800,2,233.65,1.13,2.7,92.98,8.82,2.53,2.79,0.3,Temirtau
1616756400,2,236.99,0.92,3.43,92.98,9.06,2.66,2.94,0.31,Temirtau
1616760000,2,240.33,0.56,4.67,91.55,9.54,2.87,3.18,0.31,Temirtau
1616763600,2,236.99,0.09,5.57,91.55,9.89,3.21,3.55,0.28,Temirtau
1616767200,2,236.99,0.0,6.51,89.41,11.68,3.79,4.18,0.26,Temirtau
1616770800,2,236.99,0.0,7.63,85.83,13.71,4.39,4.83,0.23,Temirtau
1616774400,2,233.65,0.0,8.74,82.97,15.74,4.59,4.95,0.18,Temirtau
1616778000,2,230.31,0.0,9.08,82.97,15.74,4.02,4.3,0.14,Temirtau
1616781600,2,230.31,0.0,7.97,88.69,14.31,3.15,3.36,0.11,Temirtau
1616785200,2,230.31,0.0,6.86,91.55,13.59,2.78,2.92,0.09,Temirtau
1616788800,2,233.65,0.0,8.31,85.83,16.69,2.8,2.92,0.1,Temirtau
1616792400,1,243.66,0.0,10.2,76.53,19.31,2.45,2.58,0.1,Temirtau
1616796000,1,240.33,0.0,7.71,67.23,13.95,1.72,1.89,0.13,Temirtau
1616799600,1,233.65,0.0,5.23,53.64,9.42,1.7,1.89,0.18,Temirtau
1616803200,1,226.97,0.0,3.98,60.08,6.8,1.62,1.77,0.21,Temirtau
1616806800,1,226.97,0.0,3.68,72.96,6.14,1.67,1.84,0.2,Temirtau
1616810400,1,230.31,0.01,4.07,76.53,6.68,1.67,1.87,0.22,Temirtau
1616814000,1,230.31,0.1,4.24,76.53,6.97,1.68,1.9,0.22,Temirtau
1616817600,1,233.65,0.27,4.33,75.1,7.63,2.41,2.66,0.15,Temirtau
1616821200,1,233.65,0.55,3.9,74.39,7.45,3.18,3.43,0.1,Temirtau
1616824800,1,233.65,0.69,3.13,75.82,6.8,2.84,3.06,0.13,Temirtau
1616828400,1,236.99,0.64,3.0,78.68,6.68,2.34,2.55,0.17,Temirtau
1616832000,1,240.33,0.58,4.37,77.25,8.94,2.4,2.66,0.19,Temirtau
1616835600,1,243.66,0.35,6.77,74.39,12.64,2.61,2.94,0.2,Temirtau
1616839200,1,247.0,0.25,7.71,72.24,14.07,2.82,3.2,0.21,Temirtau
1616842800,1,247.0,0.25,7.54,70.81,12.04,3.05,3.45,0.23,Temirtau
1616846400,1,247.0,0.11,7.28,67.23,10.01,3.61,4.02,0.22,Temirtau
1616850000,1,247.0,0.02,7.11,62.94,8.11,4.49,4.9,0.22,Temirtau
1616853600,1,247.0,0.0,7.45,57.22,7.45,5.67,6.13,0.23,Temirtau
1616857200,1,250.34,0.0,7.45,52.21,7.09,6.38,6.83,0.24,Temirtau
1616860800,1,250.34,0.0,8.05,49.35,8.23,6.75,7.18,0.27,Temirtau
1616864400,1,257.02,0.0,9.6,47.21,11.33,6.89,7.3,0.28,Temirtau
1616868000,1,260.35,0.0,10.71,47.21,15.02,6.28,6.64,0.26,Temirtau
1616871600,1,260.35,0.0,11.82,50.07,20.27,5.37,5.87,0.22,Temirtau
1616875200,1,267.03,0.0,13.71,51.5,27.66,4.99,5.87,0.25,Temirtau
1616878800,1,270.37,0.0,14.91,52.93,31.95,4.66,6.04,0.29,Temirtau
1616882400,1,267.03,0.0,14.22,55.08,30.52,3.94,5.52,0.31,Temirtau
1616886000,1,260.35,0.0,12.68,57.22,27.42,3.41,5.14,0.31,Temirtau
1616889600,1,257.02,0.0,12.0,58.65,25.03,3.4,5.01,0.33,Temirtau
1616893200,1,260.35,0.0,13.02,59.37,23.37,4.24,5.44,0.31,Temirtau
1616896800,1,260.35,0.09,12.85,60.08,21.46,4.82,5.58,0.3,Temirtau
1616900400,1,253.68,0.8,10.2,59.37,17.88,4.31,4.81,0.24,Temirtau
1616904000,1,250.34,1.48,7.28,62.94,15.97,3.21,3.74,0.17,Temirtau
1616907600,1,247.0,1.72,5.18,67.23,13.71,2.85,3.48,0.14,Temirtau
1616911200,1,240.33,1.68,3.77,68.67,11.56,2.91,3.47,0.1,Temirtau
1616914800,1,236.99,1.22,2.44,72.24,8.46,2.33,2.6,0.08,Temirtau
1616918400,1,236.99,1.01,2.04,76.53,7.21,1.95,2.09,0.07,Temirtau
1616922000,1,236.99,0.82,1.69,73.67,6.26,1.58,1.7,0.07,Temirtau
1616925600,1,236.99,0.51,1.46,69.38,4.83,1.19,1.3,0.08,Temirtau
1616929200,1,240.33,0.33,1.52,65.8,4.11,1.05,1.14,0.09,Temirtau
1616932800,1,236.99,0.16,1.65,63.66,3.64,1.13,1.22,0.1,Temirtau
1616936400,1,236.99,0.04,1.54,62.23,3.04,1.68,1.78,0.13,Temirtau
1616940000,1,236.99,0.0,1.54,61.51,2.89,2.26,2.39,0.16,Temirtau
1616943600,1,240.33,0.0,1.52,60.8,2.92,2.27,2.41,0.18,Temirtau
1616947200,1,243.66,0.0,1.61,59.37,3.16,2.29,2.44,0.23,Temirtau
1616950800,1,247.0,0.0,1.5,58.65,2.95,2.36,2.52,0.33,Temirtau
1616954400,1,247.0,0.0,1.25,60.08,2.38,2.35,2.49,0.4,Temirtau
1616958000,1,243.66,0.0,1.37,65.09,3.01,2.45,2.57,0.38,Temirtau
1616961600,1,236.99,0.0,1.76,68.67,4.53,2.58,2.68,0.29,Temirtau
1616965200,1,230.31,0.0,3.04,58.65,7.75,1.9,1.98,0.22,Temirtau
1616968800,1,223.64,0.0,3.47,60.8,9.3,0.83,0.91,0.18,Temirtau
1616972400,1,223.64,0.0,3.43,67.95,9.78,0.5,0.57,0.19,Temirtau
1616976000,1,226.97,0.0,3.51,66.52,9.42,0.55,0.63,0.21,Temirtau
1616979600,1,223.64,0.0,3.21,65.8,7.75,0.87,0.99,0.27,Temirtau
1616983200,1,223.64,0.05,2.79,67.95,6.56,0.97,1.12,0.37,Temirtau
1616986800,1,223.64,0.38,2.16,69.38,6.56,0.79,0.94,0.41,Temirtau
1616990400,1,220.3,0.8,1.54,66.52,6.8,0.76,0.91,0.42,Temirtau
1616994000,1,220.3,0.96,1.24,66.52,7.03,0.82,0.96,0.41,Temirtau
1616997600,1,220.3,1.02,1.09,68.67,7.27,0.84,0.96,0.38,Temirtau
1617001200,1,216.96,0.87,0.98,73.67,6.62,0.84,0.96,0.34,Temirtau
1617004800,1,216.96,0.83,1.07,78.68,6.44,1.18,1.32,0.32,Temirtau
1617008400,2,216.96,0.82,1.32,81.54,6.68,1.68,1.84,0.31,Temirtau
1617012000,2,216.96,0.72,1.41,82.97,6.02,2.2,2.38,0.29,Temirtau
1617015600,2,216.96,0.68,1.56,82.25,5.72,2.38,2.58,0.35,Temirtau
1617019200,2,216.96,0.56,2.01,82.97,5.78,2.4,2.62,0.36,Temirtau
1617022800,2,216.96,0.23,2.68,85.12,5.9,2.66,2.91,0.34,Temirtau
1617026400,2,220.3,0.01,3.09,85.12,5.84,2.7,2.99,0.37,Temirtau
1617030000,2,220.3,0.0,3.04,85.12,5.6,2.56,2.85,0.4,Temirtau
1617033600,2,220.3,0.0,3.34,83.69,6.14,2.56,2.87,0.44,Temirtau
1617037200,2,223.64,0.0,3.43,81.54,6.14,2.4,2.72,0.5,Temirtau
1617040800,2,223.64,0.0,3.09,80.11,5.48,2.02,2.28,0.56,Temirtau
1617044400,1,223.64,0.0,3.04,78.68,5.54,1.87,2.1,0.63,Temirtau
1617048000,1,223.64,0.0,3.21,77.25,5.78,1.89,2.12,0.68,Temirtau
1617051600,1,223.64,0.0,3.47,75.82,6.32,1.98,2.23,0.74,Temirtau
1617055200,1,223.64,0.0,3.6,75.1,6.44,2.08,2.35,0.79,Temirtau
1617058800,1,226.97,0.0,4.2,72.96,7.39,2.3,2.6,0.87,Temirtau
1617062400,1,233.65,0.0,5.48,70.1,9.3,2.75,3.12,0.97,Temirtau
1617066000,1,243.66,0.01,8.4,65.09,13.11,4.21,4.74,1.09,Temirtau
1617069600,1,257.02,0.25,12.17,60.08,18.12,6.07,6.93,1.2,Temirtau
1617073200,1,270.37,1.9,13.71,57.94,23.84,7.64,8.77,1.27,Temirtau
1617076800,1,283.72,3.86,15.08,56.51,31.47,9.03,10.38,1.3,Temirtau
1617080400,1,287.06,5.2,14.91,56.51,36.72,9.12,10.6,1.24,Temirtau
1617084000,1,287.06,5.59,14.05,59.37,40.05,8.41,9.9,1.06,Temirtau
1617087600,1,273.71,4.97,12.68,70.81,46.73,8.75,9.83,0.55,Temirtau
1617091200,1,263.69,4.64,11.31,78.68,46.73,9.88,10.76,0.24,Temirtau
1617094800,2,260.35,4.58,11.48,82.97,49.59,10.54,11.36,0.09,Temirtau
1617098400,2,250.34,3.69,10.2,86.55,47.21,10.34,11.15,0.06,Temirtau
1617102000,2,247.0,2.63,9.34,88.69,39.58,10.26,11.1,0.1,Temirtau
